"Beak depth, mm","Beak length, mm",band,species,year
9.11,11.34,14784,fortis,91
9.0,12.0,14788,fortis,91
9.82,11.15,14796,fortis,91
8.8,10.37,14797,fortis,91
8.9,11.6,14808,fortis,91
8.9,10.33,14811,fortis,91
10.15,11.05,14812,fortis,91
10.0,11.0,14818,fortis,91
8.3,10.0,14822,fortis,91
8.87,9.9,14841,fortis,91
9.01,10.04,14846,fortis,91
9.2,10.75,14854,fortis,91
9.81,11.24,14856,fortis,91
8.8,10.9,14858,fortis,91
9.6,11.7,14866,fortis,91
10.4,11.6,14873,fortis,91
9.2,10.7,14879,fortis,91
8.72,9.84,14880,fortis,91
8.4,10.9,14890,fortis,91
9.45,11.0,14900,fortis,91
9.3,10.1,14901,fortis,91
8.6,10.0,14902,fortis,91
8.3,10.0,14909,fortis,91
8.28,9.64,14912,fortis,91
7.41,9.14,14913,fortis,91
9.0,11.0,14915,fortis,91
10.33,11.87,14919,fortis,91
10.4,12.75,14925,fortis,91
9.9,11.2,14930,fortis,91
8.45,10.2,14939,fortis,91
9.91,11.74,14955,fortis,91
9.27,10.85,14956,fortis,91
9.5,11.8,14957,fortis,91
9.56,11.29,14958,fortis,91
9.8,11.0,14963,fortis,91
8.5,9.8,14970,fortis,91
9.8,11.0,14971,fortis,91
8.1,9.7,14978,fortis,91
7.32,8.83,14983,fortis,91
9.7,11.4,15001,fortis,91
9.63,10.5,15004,fortis,91
8.71,11.29,15005,fortis,91
8.02,11.04,15014,fortis,91
9.8,11.2,15015,fortis,91
8.71,9.64,15018,fortis,91
10.37,11.29,15025,fortis,91
9.17,10.37,15027,fortis,91
10.4,12.0,15037,fortis,91
9.5,11.1,15041,fortis,91
9.11,10.35,15047,fortis,91
9.61,11.54,15049,fortis,91
9.0,10.3,15054,fortis,91
9.11,11.09,15065,fortis,91
9.1,11.4,15066,fortis,91
8.36,9.89,15079,fortis,91
8.25,10.0,15106,fortis,91
8.31,10.24,15111,fortis,91
9.2,10.6,15125,fortis,91
8.42,9.24,15127,fortis,91
9.87,10.94,15150,fortis,91
9.07,10.57,15153,fortis,91
7.95,9.4,15154,fortis,91
9.6,12.1,15158,fortis,91
10.72,12.84,15170,fortis,91
9.72,11.84,15172,fortis,91
8.9,10.1,15182,fortis,91
10.1,11.2,15183,fortis,91
8.47,10.74,15188,fortis,91
9.67,11.04,15197,fortis,91
9.61,11.44,15210,fortis,91
8.82,10.24,15220,fortis,91
8.9,11.6,15223,fortis,91
7.8,10.8,15225,fortis,91
8.96,10.99,15229,fortis,91
9.03,10.1,15230,fortis,91
8.98,10.52,15232,fortis,91
9.4,10.4,15238,fortis,91
9.0,10.8,15241,fortis,91
8.8,11.15,15244,fortis,91
8.76,10.64,15246,fortis,91
9.21,11.34,15261,fortis,91
9.21,10.39,15263,fortis,91
7.9,9.95,15277,fortis,91
9.92,12.17,15281,fortis,91
7.3,9.2,15284,fortis,91
7.92,9.34,15285,fortis,91
8.2,9.2,15286,fortis,91
8.35,10.95,15288,fortis,91
9.3,11.15,15289,fortis,91
10.0,11.7,15291,fortis,91
10.12,11.45,15309,fortis,91
8.87,10.04,15313,fortis,91
10.12,11.84,15317,fortis,91
8.97,10.47,15337,fortis,91
9.6,10.9,15339,fortis,91
9.4,11.8,15346,fortis,91
9.12,11.04,15359,fortis,91
9.35,10.9,15376,fortis,91
9.87,11.7,15383,fortis,91
9.8,11.1,15385,fortis,91
9.1,10.83,15389,fortis,91
10.51,11.64,15392,fortis,91
9.27,10.63,15396,fortis,91
8.36,9.99,15402,fortis,91
9.15,11.2,15408,fortis,91
9.07,10.5,15412,fortis,91
9.3,11.15,15428,fortis,91
8.91,11.29,15431,fortis,91
10.35,12.85,15444,fortis,91
8.65,9.45,15464,fortis,91
10.35,11.6,15471,fortis,91
9.77,11.1,15478,fortis,91
7.45,9.7,15484,fortis,91
9.2,10.9,15601,fortis,91
9.7,11.0,15607,fortis,91
9.8,11.6,15621,fortis,91
9.5,10.9,15648,fortis,91
9.93,11.06,15650,fortis,91
11.2,12.8,15651,fortis,91
8.91,11.04,15659,fortis,91
9.91,11.14,15665,fortis,91
9.62,10.84,15667,fortis,91
8.4,10.0,15679,fortis,91
10.06,12.29,15681,fortis,91
7.5,9.5,15695,fortis,91
10.5,11.7,15702,fortis,91
8.5,10.0,15706,fortis,91
7.42,9.04,15726,fortis,91
9.25,11.0,15727,fortis,91
9.5,10.9,15734,fortis,91
8.7,10.57,15757,fortis,91
8.6,11.3,15761,fortis,91
7.86,9.74,15779,fortis,91
9.35,10.75,15788,fortis,91
9.07,10.49,15822,fortis,91
10.33,12.27,15830,fortis,91
9.4,11.1,15838,fortis,91
9.55,10.85,15840,fortis,91
8.4,10.4,15845,fortis,91
8.91,10.64,15854,fortis,91
9.76,11.94,15857,fortis,91
9.07,11.69,15863,fortis,91
8.0,10.0,15873,fortis,91
9.5,10.8,15885,fortis,91
10.1,11.6,15897,fortis,91
7.81,9.24,15914,fortis,91
8.31,10.74,15915,fortis,91
10.11,11.44,15920,fortis,91
9.45,11.6,15929,fortis,91
9.77,12.05,15930,fortis,91
9.11,11.14,15934,fortis,91
9.5,10.5,15939,fortis,91
8.3,10.8,15944,fortis,91
10.8,11.6,15948,fortis,91
9.35,10.6,15950,fortis,91
10.0,11.5,15951,fortis,91
8.5,9.83,15970,fortis,91
8.06,10.19,15973,fortis,91
8.32,9.84,15977,fortis,91
8.76,10.39,15978,fortis,91
9.82,11.04,15979,fortis,91
8.71,10.54,15983,fortis,91
8.52,9.94,15995,fortis,91
8.22,10.04,16007,fortis,91
8.8,9.97,16016,fortis,91
7.4,9.0,16024,fortis,91
8.0,10.25,16027,fortis,91
9.65,11.1,16028,fortis,91
8.9,10.75,16044,fortis,91
7.7,9.33,16091,fortis,91
8.4,10.5,16093,fortis,91
8.15,10.0,16095,fortis,91
8.8,10.6,16096,fortis,91
9.4,11.5,16135,fortis,91
10.6,11.6,16141,fortis,91
10.1,11.4,16143,fortis,91
10.4,11.3,16144,fortis,91
9.4,10.8,16145,fortis,91
10.1,11.2,16146,fortis,91
9.5,10.8,16148,fortis,91
9.8,11.5,16149,fortis,91
10.3,11.65,16150,fortis,91
8.0,9.7,16165,fortis,91
8.85,10.55,16167,fortis,91
9.7,11.13,16173,fortis,91
9.6,10.9,16176,fortis,91
9.25,11.05,16184,fortis,91
9.2,10.7,16190,fortis,91
9.2,10.7,16197,fortis,91
9.1,10.4,16301,fortis,91
10.2,11.3,16306,fortis,91
8.6,10.9,16309,fortis,91
9.0,11.0,16310,fortis,91
8.8,10.9,16315,fortis,91
8.1,10.8,16316,fortis,91
8.2,10.2,16317,fortis,91
9.0,10.8,16319,fortis,91
9.8,10.9,16331,fortis,91
9.1,10.2,16333,fortis,91
9.9,12.5,16336,fortis,91
9.2,11.3,16337,fortis,91
9.5,10.3,16341,fortis,91
8.5,9.4,16344,fortis,91
9.4,11.05,16356,fortis,91
9.4,10.7,16360,fortis,91
8.6,9.7,16367,fortis,91
9.0,10.6,16374,fortis,91
9.8,11.55,16378,fortis,91
9.2,11.0,16380,fortis,91
8.8,10.8,16385,fortis,91
8.27,9.53,16386,fortis,91
10.3,11.9,16387,fortis,91
9.2,10.6,16391,fortis,91
9.6,10.8,16394,fortis,91
9.8,11.05,16395,fortis,91
10.3,12.5,16396,fortis,91
9.8,12.1,16398,fortis,91
10.1,10.9,16507,fortis,91
9.3,10.7,16511,fortis,91
9.5,10.8,16514,fortis,91
10.0,12.0,16518,fortis,91
9.95,11.65,16531,fortis,91
9.0,10.6,16549,fortis,91
9.05,10.75,16550,fortis,91
9.0,11.1,16551,fortis,91
9.2,10.9,16553,fortis,91
10.4,10.9,16554,fortis,91
9.9,11.3,16559,fortis,91
9.6,11.6,16560,fortis,91
10.3,12.1,16564,fortis,91
10.0,12.1,16565,fortis,91
10.2,12.0,16566,fortis,91
10.5,11.6,16575,fortis,91
10.4,11.8,16579,fortis,91
9.3,11.3,16580,fortis,91
8.5,10.3,16583,fortis,91
7.7,9.6,16590,fortis,91
9.9,11.5,16594,fortis,91
10.3,11.9,16595,fortis,91
10.5,11.8,16596,fortis,91
8.8,10.1,16597,fortis,91
8.8,9.9,16598,fortis,91
9.85,12.1,16803,fortis,91
9.5,11.3,16805,fortis,91
7.5,9.7,16807,fortis,91
9.45,11.15,16808,fortis,91
9.1,10.65,16810,fortis,91
7.5,9.9,16811,fortis,91
8.9,10.3,16815,fortis,91
9.8,11.4,16816,fortis,91
9.7,11.7,16817,fortis,91
10.1,11.3,16818,fortis,91
9.4,11.8,16833,fortis,91
9.0,11.55,16834,fortis,91
9.9,12.3,16836,fortis,91
9.0,10.9,16840,fortis,91
8.6,10.3,16851,fortis,91
9.4,11.5,16858,fortis,91
8.65,10.4,16859,fortis,91
8.7,10.1,16861,fortis,91
9.65,11.75,16869,fortis,91
8.1,10.1,16875,fortis,91
7.8,9.55,16889,fortis,91
8.0,9.7,16891,fortis,91
8.3,10.0,16895,fortis,91
8.9,11.3,17010,fortis,91
9.3,11.0,17013,fortis,91
8.2,10.0,17014,fortis,91
9.3,10.6,17033,fortis,91
9.03,10.77,17037,fortis,91
8.3,10.0,17048,fortis,91
10.1,12.3,17057,fortis,91
10.0,10.7,17061,fortis,91
8.6,9.85,17063,fortis,91
9.1,10.8,17067,fortis,91
9.2,10.6,17070,fortis,91
8.53,10.6,17073,fortis,91
9.0,10.7,17075,fortis,91
9.6,10.4,17083,fortis,91
8.9,10.7,17095,fortis,91
9.0,10.0,17109,fortis,91
8.7,9.7,17111,fortis,91
8.6,9.7,17113,fortis,91
8.6,10.5,17114,fortis,91
9.3,10.7,17116,fortis,91
9.1,11.0,17136,fortis,91
9.9,11.0,17145,fortis,91
9.3,10.9,17160,fortis,91
8.3,10.7,17168,fortis,91
8.37,9.73,17179,fortis,91
7.9,9.0,17188,fortis,91
9.2,9.4,17301,fortis,91
8.0,8.8,17307,fortis,91
7.9,8.9,17310,fortis,91
8.7,10.8,17311,fortis,91
9.0,11.3,17315,fortis,91
9.6,10.6,17344,fortis,91
9.8,11.1,17360,fortis,91
10.2,12.0,17367,fortis,91
11.2,13.0,17369,fortis,91
8.6,10.6,17379,fortis,91
9.2,11.85,17380,fortis,91
8.5,10.9,17381,fortis,91
10.3,11.5,17384,fortis,91
9.9,11.1,17386,fortis,91
10.2,11.9,17388,fortis,91
10.0,11.7,17395,fortis,91
8.0,9.7,17403,fortis,91
10.4,11.8,17410,fortis,91
9.1,10.0,17411,fortis,91
8.7,10.13,17415,fortis,91
9.1,10.7,17416,fortis,91
8.9,10.8,17418,fortis,91
9.0,10.6,17419,fortis,91
8.3,10.7,17436,fortis,91
9.7,11.4,17439,fortis,91
9.2,11.1,17440,fortis,91
8.8,11.0,17443,fortis,91
10.0,11.47,17460,fortis,91
9.0,10.2,17461,fortis,91
9.7,11.0,17464,fortis,91
9.6,10.6,17466,fortis,91
9.5,11.7,17467,fortis,91
8.8,10.7,17468,fortis,91
7.5,9.8,17480,fortis,91
7.8,10.1,17483,fortis,91
9.0,10.9,17485,fortis,91
9.9,10.7,17490,fortis,91
8.9,10.6,17491,fortis,91
10.5,11.6,17493,fortis,91
10.7,11.9,17494,fortis,91
10.0,12.4,17496,fortis,91
9.0,11.0,17497,fortis,91
9.7,10.6,17498,fortis,91
8.9,10.0,17500,fortis,91
7.9,9.8,17503,fortis,91
8.95,10.15,17534,fortis,91
7.7,9.3,17551,fortis,91
9.8,11.8,17559,fortis,91
8.9,10.8,17568,fortis,91
9.0,9.9,17573,fortis,91
8.4,9.9,17583,fortis,91
10.4,11.5,17589,fortis,91
9.17,10.5,17603,fortis,91
9.1,11.2,17605,fortis,91
9.4,12.4,17615,fortis,91
8.2,10.1,17617,fortis,91
8.1,10.85,17618,fortis,91
8.85,10.75,17634,fortis,91
6.9,8.9,17638,fortis,91
8.9,10.0,17639,fortis,91
9.5,11.2,17641,fortis,91
8.7,11.0,17643,fortis,91
9.9,12.3,17646,fortis,91
10.2,11.6,17647,fortis,91
9.4,11.1,17648,fortis,91
10.6,11.7,17649,fortis,91
8.4,11.0,17653,fortis,91
8.6,10.8,17654,fortis,91
8.2,9.5,17656,fortis,91
8.8,10.8,17659,fortis,91
9.2,10.5,17664,fortis,91
8.1,9.5,17665,fortis,91
10.5,11.7,17666,fortis,91
9.5,11.0,17668,fortis,91
9.0,10.6,17677,fortis,91
8.8,10.5,17693,fortis,91
10.1,11.1,17696,fortis,91
9.6,10.9,17697,fortis,91
9.6,10.7,17698,fortis,91
9.5,10.8,17699,fortis,91
9.65,11.55,17717,fortis,91
9.4,10.7,17733,fortis,91
10.0,11.3,17734,fortis,91
8.8,10.6,17735,fortis,91
9.9,10.4,17738,fortis,91
8.7,10.7,17740,fortis,91
9.0,9.8,17754,fortis,91
9.7,11.6,17759,fortis,91
8.4,10.1,17768,fortis,91
9.8,11.7,17771,fortis,91
9.6,11.7,17786,fortis,91
9.8,10.8,17791,fortis,91
8.5,10.3,17797,fortis,91
8.85,10.65,17798,fortis,91
8.9,10.8,17800,fortis,91
9.2,10.7,17803,fortis,91
9.0,10.7,17907,fortis,91
8.8,10.2,17908,fortis,91
7.4,9.7,17916,fortis,91
8.7,10.4,17934,fortis,91
9.0,11.5,17936,fortis,91
9.8,11.1,17940,fortis,91
9.2,10.3,17954,fortis,91
10.0,11.5,17955,fortis,91
9.5,10.9,17964,fortis,91
8.8,9.9,17969,fortis,91
8.8,10.8,17971,fortis,91
9.0,10.1,17974,fortis,91
9.0,10.9,17983,fortis,91
9.0,11.2,17986,fortis,91
10.65,12.7,17991,fortis,91
10.5,11.8,17993,fortis,91
9.5,11.5,17999,fortis,91
9.25,14.2,2760,scandens,91
8.8,14.9,3425,scandens,91
9.26,14.95,4090,scandens,91
10.0,15.8,4137,scandens,91
8.77,15.07,4223,scandens,91
9.13,13.6,4683,scandens,91
9.5,14.8,4706,scandens,91
9.3,13.7,4778,scandens,91
8.95,13.6,5351,scandens,91
8.87,15.07,5582,scandens,91
9.7,15.8,5608,scandens,91
9.7,14.9,5656,scandens,91
8.41,13.43,10001,scandens,91
9.21,14.64,10002,scandens,91
9.6,15.2,10061,scandens,91
9.4,14.9,10105,scandens,91
9.25,15.2,10174,scandens,91
9.3,13.43,10206,scandens,91
9.8,15.2,10223,scandens,91
9.43,14.53,10268,scandens,91
9.0,12.07,10394,scandens,91
9.3,14.75,10740,scandens,91
9.85,15.35,13256,scandens,91
9.62,14.47,13257,scandens,91
9.0,14.3,13548,scandens,91
9.52,12.73,14208,scandens,91
9.9,15.3,14524,scandens,91
8.6,13.8,14576,scandens,91
9.21,15.04,14584,scandens,91
9.38,14.3,14646,scandens,91
9.37,14.29,14728,scandens,91
9.02,14.04,14731,scandens,91
8.9,13.6,14755,scandens,91
8.91,13.84,14758,scandens,91
9.06,14.04,14759,scandens,91
8.4,13.7,14786,scandens,91
8.7,14.7,14830,scandens,91
8.7,13.75,14834,scandens,91
8.91,14.09,14835,scandens,91
10.1,15.3,14847,scandens,91
10.27,15.2,14877,scandens,91
9.65,14.9,14946,scandens,91
9.28,13.95,14975,scandens,91
9.2,14.2,14995,scandens,91
7.96,14.04,15235,scandens,91
8.3,13.0,15237,scandens,91
8.9,14.2,15406,scandens,91
8.6,14.9,15419,scandens,91
9.1,14.6,15441,scandens,91
8.6,13.6,15476,scandens,91
9.37,14.63,15615,scandens,91
9.2,14.35,15638,scandens,91
9.1,14.2,15639,scandens,91
9.85,14.45,15658,scandens,91
9.02,13.84,15685,scandens,91
9.51,13.14,15694,scandens,91
8.81,12.34,15704,scandens,91
7.77,10.75,15718,scandens,91
8.96,11.89,15721,scandens,91
8.8,11.5,15725,scandens,91
9.1,15.0,15736,scandens,91
9.01,14.34,15760,scandens,91
8.9,13.85,15765,scandens,91
8.4,13.15,15798,scandens,91
9.25,14.85,15812,scandens,91
9.73,14.77,15817,scandens,91
9.2,14.45,15837,scandens,91
8.95,14.57,15859,scandens,91
8.7,14.5,15901,scandens,91
8.72,14.17,15986,scandens,91
9.6,14.3,16100,scandens,91
9.3,14.0,16109,scandens,91
10.4,14.9,16113,scandens,91
8.9,14.0,16183,scandens,91
9.3,11.8,16195,scandens,91
8.4,12.15,16568,scandens,91
8.6,12.7,16569,scandens,91
8.9,13.7,16585,scandens,91
10.1,15.0,16600,scandens,91
8.9,14.4,16873,scandens,91
8.8,12.8,17001,scandens,91
9.25,14.05,17004,scandens,91
8.6,13.3,17099,scandens,91
8.7,13.1,17140,scandens,91
8.4,12.9,17143,scandens,91
9.5,14.8,17153,scandens,91
8.65,14.15,17176,scandens,91
9.0,14.4,17305,scandens,91
9.0,14.6,17353,scandens,91
8.5,13.0,17374,scandens,91
9.75,14.6,17474,scandens,91
9.1,13.8,17475,scandens,91
9.3,13.9,17504,scandens,91
8.6,13.6,17505,scandens,91
9.0,13.9,17548,scandens,91
9.1,14.3,17658,scandens,91
8.2,14.7,17673,scandens,91
8.1,13.5,17674,scandens,91
9.4,14.0,17685,scandens,91
9.0,13.1,17764,scandens,91
8.8,12.9,17779,scandens,91
10.1,14.6,17788,scandens,91
8.8,13.3,17795,scandens,91
9.5,14.8,17901,scandens,91
8.3,11.8,17915,scandens,91
8.7,12.8,17930,scandens,91
8.6,12.6,17939,scandens,91
7.9,11.8,17947,scandens,91
8.7,10.3,17950,scandens,91
9.5,11.1,17953,scandens,91
9.0,13.7,17956,scandens,91
8.9,13.8,17963,scandens,91
8.5,10.0,19022,fortis,12
8.9,12.5,19028,fortis,12
7.5,9.3,19032,fortis,12
9.6,10.3,19041,fortis,12
9.2,11.0,19044,fortis,12
8.2,10.1,19048,fortis,12
7.8,9.6,19072,fortis,12
8.6,10.9,19082,fortis,12
8.4,10.3,19104,fortis,12
7.7,9.8,19114,fortis,12
8.0,10.1,19121,fortis,12
8.7,10.4,19126,fortis,12
8.1,9.6,19146,fortis,12
8.8,10.6,19164,fortis,12
9.4,10.6,19174,fortis,12
10.0,11.9,19203,fortis,12
9.6,11.3,19210,fortis,12
9.6,11.3,19217,fortis,12
8.1,9.7,19224,fortis,12
7.5,9.7,19226,fortis,12
8.4,10.1,19252,fortis,12
7.9,10.0,19263,fortis,12
8.3,10.0,19274,fortis,12
8.9,10.0,19280,fortis,12
9.1,11.5,19288,fortis,12
7.7,9.5,19328,fortis,12
8.3,11.2,19349,fortis,12
8.6,10.7,19362,fortis,12
8.4,10.0,19372,fortis,12
7.7,9.8,19382,fortis,12
9.1,10.9,19384,fortis,12
7.7,9.2,19392,fortis,12
9.0,10.2,19394,fortis,12
10.2,11.3,19422,fortis,12
8.1,10.3,19439,fortis,12
8.6,10.7,19461,fortis,12
8.4,10.0,19482,fortis,12
8.1,9.7,19502,fortis,12
8.0,9.9,19511,fortis,12
8.3,10.7,19536,fortis,12
10.3,11.0,19563,fortis,12
8.0,9.7,19568,fortis,12
8.8,10.5,19602,fortis,12
9.0,11.7,19604,fortis,12
9.3,10.8,19614,fortis,12
7.6,9.1,19623,fortis,12
8.2,10.9,19627,fortis,12
10.0,12.2,19642,fortis,12
8.2,10.9,19649,fortis,12
8.2,10.7,19654,fortis,12
8.3,10.4,19674,fortis,12
7.8,9.7,19682,fortis,12
8.0,10.3,19712,fortis,12
8.4,9.8,19734,fortis,12
9.3,10.6,19746,fortis,12
8.9,10.5,19749,fortis,12
9.7,12.5,19774,fortis,12
7.6,9.2,19782,fortis,12
9.0,10.1,19815,fortis,12
8.6,10.6,19820,fortis,12
8.9,11.5,19821,fortis,12
8.6,10.8,19829,fortis,12
8.8,10.5,19832,fortis,12
8.5,10.1,19835,fortis,12
9.2,10.7,19840,fortis,12
8.0,9.6,19849,fortis,12
9.4,10.7,19874,fortis,12
7.7,10.1,19878,fortis,12
8.4,10.0,19889,fortis,12
8.5,10.0,19914,fortis,12
9.0,10.4,19921,fortis,12
9.0,10.4,19922,fortis,12
9.3,11.7,19928,fortis,12
8.7,10.6,19932,fortis,12
8.1,11.5,19942,fortis,12
8.7,10.7,19946,fortis,12
7.9,10.4,19947,fortis,12
7.7,10.1,19952,fortis,12
8.4,10.8,19974,fortis,12
9.25,11.5,19993,fortis,12
8.1,11.1,19994,fortis,12
8.3,9.9,21049,fortis,12
8.5,10.5,21052,fortis,12
9.9,12.2,21080,fortis,12
8.4,10.9,21082,fortis,12
9.9,12.9,21087,fortis,12
7.2,9.7,21088,fortis,12
8.2,9.7,21089,fortis,12
8.2,10.0,21090,fortis,12
8.3,10.1,21129,fortis,12
8.4,10.2,21160,fortis,12
7.5,9.6,21161,fortis,12
8.2,9.9,21162,fortis,12
8.6,10.6,21165,fortis,12
8.2,9.8,21169,fortis,12
8.8,11.1,21191,fortis,12
8.5,10.0,21244,fortis,12
8.1,10.9,21247,fortis,12
8.3,10.0,21249,fortis,12
8.5,10.6,21258,fortis,12
8.1,10.7,21259,fortis,12
7.3,9.4,21261,fortis,12
8.0,10.1,21262,fortis,12
10.2,11.8,21265,fortis,12
11.1,12.2,21266,fortis,12
9.9,12.9,21272,fortis,12
8.7,10.1,21273,fortis,12
8.3,10.1,21276,fortis,12
7.8,9.0,21277,fortis,12
9.9,11.7,21282,fortis,12
10.3,10.9,21283,fortis,12
8.4,10.4,21287,fortis,12
8.7,12.7,21293,fortis,12
9.8,10.5,21294,fortis,12
8.7,9.6,21296,fortis,12
9.0,10.6,21298,fortis,12
7.8,10.4,21299,fortis,12
8.5,10.5,21341,fortis,12
8.2,10.1,21343,fortis,12
9.2,10.6,21349,fortis,12
9.0,10.6,22000,fortis,12
9.4,14.3,19026,scandens,12
9.5,13.7,19029,scandens,12
11.0,13.8,19094,scandens,12
8.7,12.0,19122,scandens,12
8.4,13.0,19125,scandens,12
9.1,13.0,19129,scandens,12
8.7,13.6,19172,scandens,12
10.2,12.8,19182,scandens,12
9.6,13.6,19212,scandens,12
8.85,12.95,19214,scandens,12
8.8,13.1,19244,scandens,12
9.5,13.4,19251,scandens,12
9.2,13.9,19260,scandens,12
9.0,12.3,19270,scandens,12
9.8,14.0,19278,scandens,12
9.3,12.5,19289,scandens,12
9.0,12.3,19299,scandens,12
10.2,13.9,19312,scandens,12
7.7,13.1,19326,scandens,12
9.0,12.5,19343,scandens,12
9.5,13.9,19374,scandens,12
9.4,13.7,19401,scandens,12
8.0,12.0,19406,scandens,12
8.9,14.4,19408,scandens,12
9.4,13.5,19426,scandens,12
9.5,13.8,19430,scandens,12
8.0,13.0,19433,scandens,12
10.0,14.9,19438,scandens,12
8.95,12.5,19452,scandens,12
8.2,12.3,19466,scandens,12
8.8,12.8,19469,scandens,12
9.2,13.4,19486,scandens,12
9.4,13.8,19492,scandens,12
9.5,13.5,19493,scandens,12
8.1,13.5,19494,scandens,12
9.5,13.4,19495,scandens,12
8.4,12.3,19496,scandens,12
9.3,14.35,19497,scandens,12
9.3,13.2,19510,scandens,12
9.6,13.8,19513,scandens,12
9.2,14.6,19518,scandens,12
10.0,14.3,19526,scandens,12
8.9,13.8,19527,scandens,12
10.5,13.6,19528,scandens,12
8.9,12.9,19543,scandens,12
8.6,13.0,19553,scandens,12
8.8,13.5,19554,scandens,12
9.15,13.2,19573,scandens,12
9.5,13.7,19592,scandens,12
9.1,13.1,19594,scandens,12
10.2,13.2,19597,scandens,12
8.4,12.6,19598,scandens,12
10.0,13.0,19599,scandens,12
10.2,13.9,19619,scandens,12
9.3,13.2,19622,scandens,12
10.8,15.0,19652,scandens,12
8.3,13.37,19653,scandens,12
7.8,11.4,19664,scandens,12
9.8,13.8,19692,scandens,12
7.9,13.0,19720,scandens,12
8.9,13.0,19740,scandens,12
7.7,13.1,19747,scandens,12
8.9,12.8,19766,scandens,12
9.4,13.3,19783,scandens,12
9.4,13.5,19844,scandens,12
8.5,12.4,19848,scandens,12
8.5,13.1,19852,scandens,12
9.6,14.0,19854,scandens,12
10.2,13.5,19855,scandens,12
8.8,11.8,19868,scandens,12
9.5,13.7,19882,scandens,12
9.3,13.2,19900,scandens,12
9.0,12.2,19910,scandens,12
9.2,13.0,19936,scandens,12
8.7,13.1,19940,scandens,12
9.0,14.7,19941,scandens,12
9.1,13.7,19951,scandens,12
8.7,13.5,19955,scandens,12
9.4,13.3,19956,scandens,12
9.8,14.1,21040,scandens,12
8.6,12.5,21041,scandens,12
10.6,13.7,21045,scandens,12
9.0,14.6,21047,scandens,12
9.5,14.1,21053,scandens,12
8.1,12.9,21057,scandens,12
9.3,13.9,21070,scandens,12
9.6,13.4,21081,scandens,12
8.5,13.0,21092,scandens,12
8.2,12.7,21093,scandens,12
8.0,12.1,21106,scandens,12
9.5,14.0,21109,scandens,12
9.7,14.9,21111,scandens,12
9.9,13.9,21113,scandens,12
9.1,12.9,21131,scandens,12
9.5,14.6,21135,scandens,12
9.8,14.0,21136,scandens,12
8.4,13.0,21159,scandens,12
8.3,12.7,21167,scandens,12
9.6,14.0,21176,scandens,12
9.4,14.1,21248,scandens,12
10.0,14.1,21253,scandens,12
8.9,13.0,21255,scandens,12
9.1,13.5,21256,scandens,12
9.8,13.4,21257,scandens,12
9.3,13.9,21260,scandens,12
9.9,13.1,21263,scandens,12
8.9,12.9,21267,scandens,12
8.5,14.0,21268,scandens,12
10.6,14.0,21270,scandens,12
9.3,14.1,21271,scandens,12
8.9,14.7,21278,scandens,12
8.9,13.4,21279,scandens,12
9.7,13.8,21280,scandens,12
9.8,13.4,21281,scandens,12
10.5,13.8,21285,scandens,12
8.4,12.4,21286,scandens,12
10.0,14.1,21288,scandens,12
9.0,12.9,21289,scandens,12
8.7,13.9,21290,scandens,12
8.8,14.3,21291,scandens,12
8.4,13.2,21292,scandens,12
9.3,14.2,21295,scandens,12
9.8,13.0,21297,scandens,12
8.9,14.6,21340,scandens,12
9.8,13.1,21342,scandens,12
9.1,15.2,21347,scandens,12
